Sensory Delay,TTK
0,4.0
1e-05,4.016064257028113
0.05,4.0
0.1,4.0
0.15,3.9215686274509802
0.2,3.90625
0.25,3.8314176245210727
0.3,3.745318352059925
0.35,3.8022813688212924
0.4,3.7878787878787876
0.45,3.8167938931297707
0.5,3.8022813688212924
