Shark ID,X Positions,Y Positions
0,"[50.31650476994987, 50.60774945231289, 50.78686357459931, 50.96931025120275, 51.15486771151766, 51.34335294932453, 51.534614202453916, 51.44721898974065, 51.31418030246152, 51.1295887758988, 50.88626181149679, 50.57537194951681, 50.18596048014529, 49.70375728949257, 49.111588603604396, 48.3886462271787, 47.51161514361513, 46.46013060677895, 45.232211873022145, 43.871887161636835, 42.482726340633484, 41.17967614882474, 40.020440719217426, 39.002485547569, 38.09834848208311, 37.27902670939897, 36.444430908078424, 35.40365859055409, 35.8970172295846, 36.90799025508211, 37.92931216352519, 38.95371245973006, 39.97962428377071, 41.00627106731825, 42.033271829743725, 43.06044151090281, 44.08769107363479, 45.114978072579895, 46.14228245407657, 47.16959482766741, 48.19778601943433, 49.22669197387609, 50.255866031866404, 51.284778033516, 52.31281516157204, 53.33927892050155, 54.36438319306505, 53.96635336973548, 53.56832354640591, 53.170293723076334, 52.77226389974676, 52.37423407641719, 51.976204253087616, 51.57817442975804, 51.18014460642847, 50.7821147830989, 50.384084959769325, 49.43060995539343, 48.393678584239545, 47.271497888632794, 46.064090716404735, 44.77396263934457, 43.40673387731026, 41.97156034900265, 40.481128000746835, 38.95104802413497, 37.39863839324376, 35.8413043884077, 34.29490349948994, 32.74004330771448, 31.259263062644735, 30.063420148394368, 29.131479152702024, 28.376471280701796, 27.72631786521271, 27.132742487596996, 26.568770049362755, 26.01997137955715, 25.478827447978855, 24.941493546337647, 24.406033628068947, 23.871485531707446, 23.337830027096643, 22.823938104154163, 22.32455628887595, 21.833049000724632, 21.3415743870082, 20.84112828438564, 20.321530655266084, 19.78517997395283, 19.212704879300034, 18.5846909980456, 17.878520596102966, 17.196120008248307, 17.595070189666025, 17.994020371083742, 18.39297055250146, 18.791920733919177, 19.190870915336895, 19.589821096754612]","[6.883996001939427, 8.65824051777474, 10.449188742517862, 12.239870713829333, 14.03027112512811, 15.820375061230962, 17.610167023272773, 19.402926035377224, 21.191703525269595, 22.974341203756865, 24.74780504452289, 26.507749370687634, 28.247812564631925, 29.958242770746693, 31.624194636964088, 33.22228793912183, 34.71516862978266, 36.04385014203765, 37.12202350873441, 37.84890829809353, 38.16163036987337, 38.089770843021796, 37.730858879006846, 37.183591068447136, 36.517760863882046, 35.77669691652288, 35.05390291778425, 34.58405815617589, 36.299417432850554, 37.78864818125247, 39.270835901354836, 40.75090294076288, 42.229924061781894, 43.708435478918766, 45.186701131808064, 46.66484944063189, 48.14294224223782, 49.62100902706515, 51.09906373086433, 52.57711287990743, 54.05455043475243, 55.53148851726273, 57.00823596867578, 58.48515956712119, 59.962682642170925, 61.441286029704834, 62.920808852242935, 62.32083196957142, 61.72085508689991, 61.1208782042284, 60.520901321556885, 59.92092443888537, 59.32094755621386, 58.72097067354235, 58.120993790870834, 57.52101690819932, 56.9210400255278, 55.43558412060488, 54.016165137713365, 52.674867433335145, 51.425108893282264, 50.28121600772706, 49.25765633140279, 48.367906431245316, 47.62305224422915, 47.03037387448999, 46.59227958971297, 46.30592573573712, 46.16365909386872, 45.94020354693796, 45.14231596103391, 43.85019085943667, 42.32434107045393, 40.69428679365444, 39.016966550141575, 37.3179880304327, 35.60871590495561, 33.894443342126884, 32.17771999892307, 30.459795124564714, 28.741283846402883, 27.022488364654706, 25.303415416795794, 23.578416985271392, 21.849481274150186, 20.118939552510763, 18.389468902757727, 16.66418629296041, 14.94680484500553, 13.238339420803214, 11.545787324136073, 9.877087397813211, 8.242300655994942, 6.996339347063208, 7.595704638639863, 8.195069930216519, 8.794435221793174, 9.393800513369829, 9.993165804946484, 10.592531096523139]"
