Sensory Delay,TTK
0,3.897116134060795
0.05,3.8910505836575875
0.1,3.90625
0.15,3.9215686274509802
0.2,3.940110323089046
0.25,3.9494470774091632
0.3,3.9619651347068143
0.35,4.019292604501608
0.4,4.1356492969396195
0.45,4.163197335553705
0.5,4.205214465937763
