Sensory Delay,TTK
0,3.846153846153846
0.05,3.846153846153846
0.1,3.846153846153846
0.15,3.846153846153846
0.2,3.7878787878787876
0.25,3.846153846153846
0.3,3.846153846153846
0.35,3.90625
0.4,4.032258064516129
0.45,4.098360655737705
0.5,4.166666666666667
