Fish ID,Lifetime,Average Neighbors,Neighbors
38,20000,10.4252,11
78,20000,10.58875,5
91,20000,10.9775,10
93,20000,10.60565,7
96,20000,9.32325,8
104,19796,11.134118003637099,8
111,19585,10.80515700791422,11
121,19076,12.402495282029776,11
129,18546,11.01423487544484,3
167,16318,9.686174776320627,10
174,15967,11.600989540928165,12
179,15639,9.469723128077243,12
182,15505,10.34556594646888,7
192,14990,9.71581054036024,12
202,14395,10.265022577283778,5
203,14370,9.720111343075853,4
204,14336,10.788504464285714,8
212,13840,10.446098265895953,6
217,13550,9.051808118081182,13
225,13060,9.397626339969372,12
230,12817,10.956073964266208,14
235,12606,9.609154370934476,7
237,12450,9.393172690763052,2
239,12327,10.603228685000406,12
242,12165,10.803863542951088,8
251,11785,11.463725074246923,12
260,11266,9.178412923841648,4
267,10950,9.642191780821918,4
268,10878,11.257584114726972,12
274,10601,11.248184133572304,12
276,10513,9.001902406544279,12
282,10279,10.340597334371047,14
283,10191,8.788440781081347,0
295,9640,10.974585062240664,14
296,9564,10.103826850690087,12
299,9407,8.873179547145742,8
306,9051,9.685780576731853,10
307,8985,12.18486366165832,9
312,8721,12.184955853686503,4
313,8667,9.207799700011538,5
314,8665,10.479976918638199,5
317,8453,11.923814030521708,10
325,8038,10.313386414530978,11
332,7724,11.80152770585189,8
337,7429,11.696325212007,10
339,7283,9.381298915282164,0
341,7144,9.875979843225084,7
345,6813,10.526640246587407,13
347,6660,9.875375375375375,11
348,6554,9.548519987793714,13
349,6541,9.674055954746981,9
350,6466,10.467058459635014,6
352,6389,10.95351385193301,4
353,6324,10.510120177103099,6
355,6184,10.957632600258732,0
356,6171,11.693080538000324,12
357,6056,7.684280052840158,4
358,6024,11.686088977423639,13
360,5908,11.385071090047393,4
363,5758,9.350989927058006,15
364,5757,9.422615945805108,7
367,5581,11.797885683569254,4
368,5501,10.244137429558263,13
369,5425,11.491428571428571,14
370,5423,9.95740365111562,10
377,4834,9.459660736450145,11
379,4707,9.4746122795836,13
