Fish ID,Lifetime,Average Neighbors,Neighbors
81,20000,13.93655,14
201,13655,13.726107652874404,17
205,13360,13.287574850299402,2
207,13234,14.251246788574884,14
219,12499,13.77854228338267,13
228,11932,13.125041904123366,14
237,11324,12.41310490992582,15
241,11035,12.429723606705936,0
245,10786,12.72798071574263,14
250,10467,13.841310786280692,3
254,10219,12.89333594285155,9
257,10029,13.729783627480307,8
261,9777,14.027104428761378,14
268,9367,13.25803352193872,10
270,9240,13.528030303030302,14
271,9179,13.252424011330211,15
274,8988,13.06041388518024,12
276,8864,13.502707581227437,12
281,8527,13.521402603494781,2
282,8464,14.022920604914933,2
286,8200,14.311463414634146,20
287,8139,14.409386902567883,5
289,8009,13.539393182669496,21
291,7873,13.565985012066557,11
293,7748,13.633970056788849,5
299,7379,12.800921534083209,8
302,7183,12.037588751218154,20
306,6936,13.745386389850058,6
307,6872,11.854481955762514,12
309,6749,13.879093198992443,5
314,6437,13.958987105794625,9
316,6314,14.195755464048148,10
317,6255,13.239808153477219,16
319,6127,13.9325934388771,10
321,6014,12.964582640505487,21
323,5872,13.54308583106267,11
324,5808,13.142906336088155,9
325,5740,13.024390243902438,7
328,5550,12.138378378378379,10
329,5489,13.014756786299872,17
330,5425,13.017880184331798,11
333,5237,12.692572083253772,7
339,4860,11.677983539094651,10
340,4796,14.57256046705588,2
341,4735,12.65997888067582,11
342,4675,13.7875935828877,8
343,4612,12.564614050303556,3
344,4530,14.367991169977925,10
345,4469,13.743790557171627,3
346,4407,13.658270932607216,22
347,4345,11.804602991944764,6
348,4282,12.545539467538534,5
352,4038,14.845220406141655,11
353,3994,13.702053079619429,11
355,3857,13.437645838734769,20
356,3796,12.381190727081139,1
359,3613,14.208137282037088,19
361,3492,15.276918671248568,5
362,3422,12.983927527761542,17
363,3364,14.888228299643282,12
366,3178,13.560730018879799,14
367,3116,10.453786906290116,3
369,2993,12.258937520882059,10
372,2824,14.013456090651559,12
373,2764,12.258683068017366,18
374,2697,10.775305895439377,2
376,2572,11.308709175738725,19
377,2511,13.39705296694544,16
379,2365,10.866807610993657,17
380,2299,11.653327533710309,19
381,2240,13.495982142857143,8
383,2108,13.733396584440227,16
385,1988,10.636317907444669,11
387,1859,13.154384077461,12
388,1797,9.628269337785197,15
389,1729,13.410063620589936,5
390,1666,10.244297719087635,15
392,1526,12.787680209698559,7
393,1465,14.571331058020478,4
394,1405,12.344483985765125,5
395,1345,12.842379182156133,13
396,1284,11.30841121495327,12
397,1223,15.030253475061325,12
398,1158,8.344559585492227,3
399,1097,15.51595259799453,16
400,1036,8.519305019305019,3
401,943,10.066808059384941,0
402,884,16.157239819004523,13
403,799,12.46558197747184,14
404,725,15.153103448275862,17
406,594,10.875420875420875,0
407,535,10.988785046728973,7
408,474,12.08860759493671,9
409,411,10.284671532846716,5
410,350,8.248571428571429,8
411,289,10.017301038062284,3
412,225,17.23111111111111,20
413,164,13.335365853658537,7
414,101,5.930693069306931,4
415,37,2.4324324324324325,2
29,10,0.0,0
10,75,1.2533333333333334,0
79,143,1.1118881118881119,1
